"166","№ 5-2-6/12519","Об изменении Инструкции о порядке выписки рецепта врача","23.08.2019","Письмо МЗ РБ","/protected/common-question/письмо№5-2-6_12519_2019.pdf","/index.php?common-question"
"167","№ 1002","О проведении республиканского обучающего семинара «Констатация смерти мозга: медико-социальные аспекты»","21.08.2019","Приказ МЗ РБ","/protected/common-question/прмз№1002_2019.pdf","/index.php?common-question"
"168","№ 967 ","Об утверждении памятки о порядке проведения домашнего лечения пациентов с гемофилией А и В тяжелой формы","12.08.2019","Приказ МЗ РБ","/protected/common-question/прмз№967_2019.pdf","/index.php?common-question"
"169","№ 951","О проведении республиканской научно-практической конференции с международным участием «Совершенствование системы организации здравоохранения»","06.08.2019","Приказ МЗ РБ","/protected/common-question/прмз№951_2019.pdf","/index.php?common-question"
"170","№ 950","О проведении международной научно-практической конференции «Здоровье и окружающая среда»","06.08.2019","Приказ МЗ РБ","/protected/common-question/прмз№950_2019.pdf","/index.php?common-question"
"171","№ 942","Об организации работ по выдаче заключений о возможности проведения работ (услуг) по монтажу, наладке, техническому обслуживанию и ремонту медицинской техники и изделий медицинского назначения","30.07.2019","Приказ МЗ РБ","/protected/common-question/прмз№942_2019.pdf","/index.php?common-question"
"172","№ 74","О проведении обязательных и внеочередных медицинских осмотров работающих","29.07.2019","Постановление МЗ РБ","/protected/common-question/пмз№74_2019.docx","/index.php?common-question"
"173","№ 930","О проведении республиканской научно-практической конференции с международным участием, посвященной гигиеническим аспектам первичной медицинской профилактики заболеваний ","29.07.2019","Приказ МЗ РБ","/protected/common-question/прмз№930_2019.pdf","/index.php?common-question"
"174","№ 929","О подготовке и проведении Международной конференции, посвященной 60-летию фармацевтического факультета учреждения образования «Витебский государственный ордена Дружбы народов медицинский университет»","29.07.2019","Приказ МЗ РБ","/protected/common-question/прмз№929_2019.pdf","/index.php?common-question"
"175","№ 926","О перечне физических лиц","26.07.2019","Приказ МЗ РБ","/protected/common-question/прмз№926_2019.pdf","/index.php?common-question"
"176","№ 72","Об утверждении Положения о медико-экспертной комиссии","23.07.2019","Постановление МЗ РБ","/protected/common-question/пмз№72_2019.docx","/index.php?common-question"
"177","№ 874","О проведении республиканской научно-практической конференции «Актуальные вопросы диагностики, лечения и реабилитации пациентов с новообразованиями головы и шеи»","18.07.2019","Приказ МЗ РБ","/protected/common-question/прмз№874_2019.pdf","/index.php?common-question"
"178","№ 859","О проведении республиканской научно-практической конференции с международным участием «Белорусский эндокринологический форум: современные лечебно-диагностические технологии к клинический практике»","15.07.2019","Приказ МЗ РБ","/protected/common-question/прмз№859_2022.pdf","/index.php?common-question"
"179","№ 857","О проведении XIII республиканской научно-практической конференции с международным участием «Актуальные вопросы нефрологии, почечно-заместительной терапии и трансплантации почки","12.07.2019","Приказ МЗ РБ","/protected/common-question/прмз№857_2019.pdf","/index.php?common-question"
"180","№ 837","О проведении XI Республиканской научно-практической конференции с международным участием «Современные аспекты патогенеза, клиники, диагностики, лечения и профилактики паразитарных заболеваний»","08.07.2019","Приказ МЗ РБ","/protected/common-question/прмз№837_2019.pdf","/index.php?common-question"
"181","№ 832","О проведении научно- практической конференции с международным участием «Современная морфология: проблемы и перспективы развития», посвященной 90-летию со дня рождения профессора П.И. Лобко","02.07.2019","Приказ МЗ РБ","/protected/common-question/прмз№832_2019.pdf","/index.php?common-question"
"182","№ 819","О создании центра помощи пациентам, пострадавшим в дорожно-транспортных происшествиях, находящихся в вегетативном состоянии","28.06.2019","Приказ МЗ РБ","/protected/common-question/прмз№819_2020.pdf","/index.php?common-question"
"183","№ 52","Об оплате труда медицинских и фармацевтических работников, а также служащих, занятых в здравоохранении и фармацевтической деятельностью. Документом утверждена Инструкция о порядке осуществления и размерах стимулирующих и компенсирующих выплат медицинским, фармацевтическим работникам, а также служащим, занятым в здравоохранении и фармацевтической деятельностью, бюджетных организаций независимо от их ведомственной подчиненности","13.06.2019","Постановление МЗ РБ","/protected/common-question/пмз№52_2019.docx","/index.php?common-question"
"184","№ 729","О некоторых вопросах оказания медицинской помощи","11.06.2019","Приказ МЗ РБ","/protected/common-question/прмз№729_2019.pdf","/index.php?common-question"
"185","№ 719","О проведении республиканской научно-практический конференции с международным участием «Клиническая эндокринология»","10.06.2019","Приказ МЗ РБ","/protected/common-question/прмз№719_2019.pdf","/index.php?common-question"
"186","№ 682","Об утверждении Инструкции о порядке отбора, направления и оказания пациентам специализированной медицинской помощи в государственном учреждении «Республиканская больница спелеолечения»","03.06.2019","Приказ МЗ РБ","/protected/common-question/прмз№682_2019.pdf","/index.php?common-question"
"187","№ 3-2-12/7836/07-01-12/541к","Юридическим лицам и индивидуальным предпринимателям, осуществляющим медицинскую деятельность и деятельность в сфере бытового обслуживания населения","27.05.2019","Письмо МЗ и МАРТ","/protected/common-question/письмо№3-2-12_7836_07-01-12_541к.docx","/index.php?common-question"
"188","№ 511","О создании Республиканского центра по биоэтике","29.04.2019","Приказ МЗ РБ","/protected/common-question/прмз№511_2019.pdf","/index.php?common-question"
"189","№ 500","Об открытии переподготовки","29.04.2019","Приказ МЗ РБ","/protected/common-question/прмз№500_2019.pdf","/index.php?common-question"
"190","№ 492","Об утверждении Отраслевых методических рекомендаций о порядке формирования стоимости продукции, предназначенной для диетического питания в учреждениях здравоохранения","25.04.2019","Приказ МЗ РБ","/protected/common-question/прмз№492_2019.pdf","/index.php?common-question"
"191","№ 35","Об установлении образца и требований к размещению знака о запрете курения","19.04.2019","Постановление МЗ РБ","/protected/common-question/пмз№35_2019.docx","/index.php?common-question"
"192","№ 28","О мерах по реализации постановления Совета Министров Республики Беларусь от 13 февраля 2019 г. № 92 (документом определены условия, при соблюдении которых возможно владение оружием гражданами при наличии заболеваний и физических недостатков)","12.04.2019","Постановление МЗ РБ","/protected/common-question/пмз№28_2019.docx","/index.php?common-question"
"193","№ 27","Об установлении перечня лекарственных средств, реализуемых без рецепта врача","10.04.2019","Постановление МЗ РБ","/protected/common-question/пмз№27_2019.pdf","/index.php?common-question"
"194","№ 345","Об утверждении порядка работы","20.03.2019","Приказ МЗ РБ","/protected/common-question/прмз№345_2019.pdf","/index.php?common-question"
"195","№ 19","Об утверждении клинического протокола «Диагностика и лечение пациентов (взрослое население) с хроническими вирусными гепатитами В и С»","19.03.2019","Постановление МЗ РБ","/protected/common-question/пмз№19_2019.pdf","/index.php?common-question"
"196","№ 326","О проведении круглого стола «Вопросы взаимодействия взрослой и детской службы паллиативной помощи в республике»","19.03.2019","Приказ МЗ РБ","/protected/common-question/прмз№326_2019.pdf","/index.php?common-question"
"197","№ 288","Об утверждении Положения о подвижных медицинских комплексах","13.03.2019","Приказ МЗ РБ","/protected/common-question/прмз№288_2019.pdf","/index.php?common-question"
"198","№ 387","О проведении Республиканской научно-практической конференции с международным участием «День высокой стоматологии в Республике Беларусь - 2019»","13.03.2019","Приказ МЗ РБ","/protected/common-question/прмз№387_2020.p","/index.php?common-question"
"199","№ 17","О внесении изменений и дополнений в постановление Министерства здравоохранения Республики Беларусь от 3 октября 2006 г. № 78","11.03.2019","Постановление МЗ РБ","/protected/common-question/пмз№17_2019.pdf","/index.php?common-question"
"200","№ 16","Об утверждении примерных штатных нормативов службы оценки качества оказания медицинской помощи","05.03.2019","Постановление МЗ РБ","/protected/common-question/пмз№16_2020.pdf","/index.php?common-question"
"201","№ 92","Об утверждении перечня заболеваний и физических недостатков граждан, при наличии которых противопоказано владение оружием","13.02.2019","Постановление СМ РБ","protected/common-question/псм№92_2019.docx","/index.php?common-question"
"202","№ 4-1/УН-247","Об оформлении листков нетрудоспособности","29.01.2019","Письмо Комитета по здравоохранению Мингорисполкома","protected/common-question/письмокз№4-1_247_2019.pdf","/index.php?common-question"
"203","№ 6","Об установлении Республиканского формуляра лекарственных средств на 2019 год","15.01.2019","Постановление МЗ РБ","protected/common-question/пмз№6_2019.pdf","/index.php?common-question"
"204","№ 7","Об утверждении Инструкции по обеспечению инфекционной безопасности крови, ее компонентов (Изм.Приказ от 04.01.2020 №5)","03.01.2019","Приказ МЗ РБ","protected/common-question/прмз№7_2019.zip","/index.php?common-question"
"205","№ 6","О создании республиканской референс-лаборатории по контролю качества крови, ее компонентов","03.01.2019","Приказ МЗ РБ","protected/common-question/прмз№6_2019.pdf","/index.php?common-question"
"206","№ 97","Об установлении максимального количества наркотических средств и психотропных веществ в 2019 году","26.12.2018","Постановление МЗ РБ","protected/common-question/пмз№97_2018.pdf","/index.php?common-question"
"207","№ 94","Об утверждении клинического протокола ""Диагностика и лечение пациентов (взрослое население) с инфекционными и паразитарными заболеваниям","13.12.2018","Постановление МЗ РБ","protected/common-question/пмз№94_2018.pdf","/index.php?common-question"
"208","№ 92","Об установлении перечня лекарственных средств белорусского (российского) производства, обязательных для наличия в аптеках всех форм собственности, осуществляющих розничную реализацию лекарственных средств (Изм. ПМЗ: от 03.12.2019 №111)","10.12.2018","Постановление МЗ РБ","protected/common-question/пмз№92_2019_с_изм..docx","/index.php?common-question"
"209","№ 90","Об утверждении Инструкции о порядке организации и проведения оценки качества оказания медицинской помощи и медицинских экспертиз","06.12.2018","Постановление МЗ РБ","protected/common-question/пмз№90_2018.pdf","/index.php?common-question"
"210","№ 88","Об установлении перечня заболеваний и противопоказаний, препятствующих управлению механическими транспортными средствами, самоходными машинами, а также условий, при соблюдении которых лица допускаются по медицинским показаниям к управлению","06.12.2018","Постановление МЗ РБ","protected/common-question/пмз№88_2018.docx","/index.php?common-question"
"211","№ 1180","Об утверждении примерного табеля оснащения изделиями медицинского назначения и медицинской техники амбулаторно-поликлинических и больничных организаций здравоохранения","16.11.2018","Приказ МЗ РБ","protected/common-question/прмз№1180_2018.zip","/index.php?common-question"
"212","№ 1350","О мерах по совершенствованию оказания скорой медицинской помощи населению в больничных организациях здравоохранения","18.12.2018","Приказ МЗ РБ","protected/common-question/прмз№1350_2018.pdf","/index.php?common-question"
"213","№ 1219","Об утверждении перечня исследований пациентов для направления на медико-социальную экспертизу в медико-реабилитационные экспертные комиссии","20.11.2018","Приказ МЗ РБ","protected/common-question/прмз№1219_2018.pdf","/index.php?common-question"
"214","№ 1188","Об утверждении Методических рекомендаций по записи к врачам-специалистам","16.11.2018","Приказ МЗ РБ","protected/common-question/прмз№1188_2018.pdf","/index.php?common-question"
"215","№ 1185","Об утверждении Положения о работе команды врача общей практики","16.11.2018","Приказ МЗ РБ","protected/common-question/прмз№1185_2018.pdf","/index.php?common-question"
"216","№ 866","О проведении республиканского обучающего семинара ""Современные подходы к лечению гемофилии"" с международным участием","31.08.2018","Приказ МЗ РБ","protected/common-question/прмз№866_2018.pdf","/index.php?common-question"
"217","№ 851","Об утверждении положения о Республиканской референс-лаборатории по диагностике сифилиса","28.08.2018","Приказ МЗ РБ","protected/common-question/прмз№851_2018.pdf","/index.php?common-question"
"218","№ 842","Об отверждении должностных инструкций. Приказом утверждены: примерная форма должностной инструкции медицинской сестре участковой, примерная форма должностной инструкции медицинской сестре общей практики, примерная форма должностной инструкции помощнику врача по амбулаторно-иоликлинической помощи, примерная форма должностной инструкции медицинской сестре (старшей)","22.08.2018","Приказ МЗ РБ","protected/common-question/прмз№842_2018.pdf","/index.php?common-question"
"219","№ 806","О проведении республиканской научно-практической конференции с международным участием IV Минские дерматологические чтения имени академика Прокопчука А.Я. «Дерматология объединяет»","13.08.2018","Приказ МЗ РБ","protected/common-question/прмз№806_2018.pdf","/index.php?common-question"
"220","№ 801","О проведении международной научно-практической конференции по вопросам медицинской экспертизы и реабилитации","10.08.2018","Приказ МЗ РБ","protected/common-question/прмз№801_2018.pdf","/index.php?common-question"
"221","№ 800","О проведении республиканской научно-практической конференции с международным участием по проблемам медицинской профилактики трансфузионных реакций и посттрансфузионных осложнений","10.08.2018","Приказ МЗ РБ","protected/common-question/прмз№800_2018.pdf","/index.php?common-question"
"222","№ 64","О правилах медицинской этики и деонологии","07.08.2018","Постановление МЗ РБ","protected/common-question/пмз№64_2018.docx","/index.php?common-question"
"223","№ 63","О единой государственной системе обучения населения методам оказания первой помощи (документом утверждена «Инструкция о порядке создания и функционирования единой государственной системы обучения населения методам оказания первой помощи при состояниях, представляющих угрозу для жизни и (или) здоровья человека»","07.08.2018","Постановление МЗ РБ","protected/common-question/пмз№63_2018.docx","/index.php?common-question"
"224","№ 779","О проведении XII республиканской научно-практической конференции с международным участием (I конференции Республиканского общественного объединения «Белорусское общество нефрологов») «Актуальные вопросы нефрологии, почечно-заместительной терапии и трансплантации почки»","03.08.2018","Приказ МЗ РБ","protected/common-question/прмз№779_2018.pdf","/index.php?common-question"
"225","№ 775","О проведении научно-практического семинара с международным участием ""Школа оториноларинголога""","03.08.2018","Приказ МЗ РБ","protected/common-question/прмз№775_2018.pdf","/index.php?common-question"
"226","№ 762","О проведении республиканской научно-практической конференции с международным участием ""Саммит Здоровья - IV""","01.08.2018","Приказ МЗ РБ","protected/common-question/прмз№762_2018.pdf","/index.php?common-question"
"227","№ 741","О проведении республиканской научно-практической конференции с международным участием ""23-й образовательный курс Европейского общества эндокринологов""","25.07.2018","Приказ МЗ РБ","protected/common-question/прмз№741_2018.pdf","/index.php?common-question"
"228","№ 729","О проведении республиканской медико-просветительской акции ""Предотвратим инфаркт миокарда""","20.07.2018","Приказ МЗ РБ","protected/common-question/прмз№729_2018.pdf","/index.php?common-question"
"229","№ 727","О проведении республиканской с международным участием научно-практической конференции, посвященной 60-летию Гродненского государственного медицинского университета ","20.07.2018","Приказ МЗ РБ","protected/common-question/прмз№727_2018.pdf","/index.php?common-question"
"230","№ 715","Об утверждении Инструкции о порядке организации работы консультативно-диспансерного отделения по ВИЧ-инфекции","17.07.2018","Приказ МЗ РБ","protected/common-question/прмз№715_2018.pdf","/index.php?common-question"
"231","№ 714","О проведении I съезда Евразийской аритмологической ассоциации","17.07.2018","Приказ МЗ РБ","protected/common-question/прмз№714_2018.pdf","/index.php?common-question"
"232","№ 667","О проведении международной научно-практической конференции ""Молекулярная диагностика - 2018""","29.06.2018","Приказ МЗ РБ","protected/common-question/прмз№667_2018.pdf","/index.php?common-question"
"233","№ 655","О проведении международной научно-практической конференции ""Ранний рак ЖКТ. Современные подходы в эндоскопии""","28.06.2018","Приказ МЗ РБ","protected/common-question/прмз№655_2018.pdf","/index.php?common-question"
"234","№ 177-а","Порядок организации преемственности в оказании медицинской помощи пациентам при переводе в другие организации здравоохранения, направлении их для проведения диагностических исследований, а также для врачебных консультаций","11.06.2018","Приказ МЗ РБ","protected/common-question/прмз№177а_2018.pdf","/index.php?common-question"
"235","№ 593","О проведении республиканской научно-практической конференции «Ранняя диагностика, клиника, течение и лечение опухолей головы и шеи» в рамках Европейской недели ранней диагностики рака головы и шеи","11.06.2018","Приказ МЗ РБ","protected/common-question/прмз№593_2018.pdf","/index.php?common-question"
"236","№ 573","Об утверждении Инструкции по организации противотуберкулезной помощи пациентам с ВИЧ-инфекцией","04.06.2018","Приказ МЗ РБ","protected/common-question/прмз№573_2018.pdf","/index.php?common-question"
"237","№ 521","О документах, подтверждающих необходимость реализации и (или) медицинского применения изделий медицинского назначения и медицинской техники","24.05.2018","Приказ МЗ РБ","protected/common-question/прмз№521_2018.pdf","/index.php?common-question"
"238","№ 499","О комитете по биоэтики Республики Беларусь и Республиканском центре биоэтики","18.05.2018","Приказ МЗ РБ","protected/common-question/прмз№499_2018.pdf","/index.php?common-question"
"239","№ 498","О проведении обучающих семинаров «Профилактика детского травматизма» для медицинских работников по обучению родителей навыкам создания условий безопасного проживания детей раннего возраста","18.05.2018","Приказ МЗ РБ","protected/common-question/прмз№498_2018.pdf","/index.php?common-question"
"240","№ 1257","Об утверждении Примерного положения об организациях переливания крови, структурных (обособленных) подразделениях организаций здравоохранения, осуществляющих в порядке, установленном законодательством, заготовку, переработку, хранение и реализацию крови, ее компонентов (Изм.Приказ от 27.02.2020 №224)","27.11.2018","Приказ МЗ РБ","protected/common-question/прмз№1257_2018.zip","/index.php?common-question"
"241","№ 519","Об утверждении форм направления на индивидуальный подбор крови и заявок на кровь, ее компоненты, лекарственные средства из крови, ее компонентов и изделия медицинского назначения","24.05.2018","Приказ МЗ РБ","protected/common-question/прмз№519_2018.pdf","/index.php?common-question"
"242","№ 327","Об утверждении формы мониторинга основных показателей деятельности организаций переливания крови, структурных (обособленных) подразделений организаций здравоохранения и иных организаций, осуществляющих заготовку, переработку, хранение, реализацию крови, ее компонентов","06.04.2018","Приказ МЗ РБ","protected/common-question/прмз№327_2018.pdf","/index.php?common-question"
"243","№ 326","О мерах по организации обеспечения безопасности и качества крови и ее компонентов (приказом утверждены: Инструкция об организации обеспечения безопасности и качества крови, ее компонентов; Положение о комиссии по контролю обеспечения безопасности и качества крови, ее компонентов; Порядок информационного обмена между организациями переливания крови и иными организациями здравоохранения по вопросам обеспечения безопасности и качества крови, ее компонентов)","06.04.2018","Приказ МЗ РБ","protected/common-question/прмз№326_2018.pdf","/index.php?common-question"
"244","№ 325","Об утверждении перечня требований по безопасности и качеству крови, компонентов, заготавливаемых от доноров и предназначенных для оказания медицинской помощи и иных целей","06.04.2018","Приказ МЗ РБ","protected/common-question/прмз№325_2018.pdf","/index.php?common-question"
"245","№ 323","Об утверждении номенклатуры крови, ее компонентов, заготавливаемых от доноров или производимых различными методами из крови доноров и предназначенных для оказания медицинской помощи и иных целей.","06.04.2018","Приказ МЗ РБ","protected/common-question/прмз№323_2018.pdf","/index.php?common-question"
"246","№ 322","Об утверждении примерных форм предварительного письменного согласия на переливание крови, её компонентов","06.04.2018","Приказ МЗ РБ","protected/common-question/прмз№322_2018.pdf","/index.php?common-question"
"247","№ 210","Об утверждении Инструкции по отбору доноров крови и ее компонентов для получения гипериммунной противогерпетической плазмы (Изм. ПрМЗ: от 25.05.2018 №544)","18.03.2016","Приказ МЗ РБ","protected/common-question/прмз№210_2016.docx","/index.php?common-question"
"248","№ 33","Об установлении республиканского формуляра лекарственных средств на 2018 год","03.04.2018","Постановление МЗ РБ","protected/common-question/пмз№33_2018.pdf","/index.php?common-question"
"249","№ 246","О проведении Международной научно-практической конференции, посвященной 60-летию кафедры травматологии и ортопедии БГМУ «Современные аспекты диагностики и лечения заболеваний и повреждений верхней конечности»","20.03.2018","Приказ МЗ РБ","protected/common-question/прмз№246_2018.pdf","/index.php?common-question"
"250","№ 236","О подготовке и проведении республиканской научно-практической конференции с международным участием «Инвестиционная привлекательность фармацевтической отрасли Республики Беларусь»","16.03.2018","Приказ МЗ РБ","protected/common-question/прмз№236_2018.pdf","/index.php?common-question"
"251","№ 230","О проведении Республиканского научно-практического семинара «Современные подходы к диагностике и лечению заболеваний в амбулаторной терапевтической практике»","14.03.2018","Приказ МЗ РБ","protected/common-question/прмз№230_2018.pdf","/index.php?common-question"
"252","№ 192","О проведении Республиканской научно-практической конференции «Современные технологии физиотерапии и их аппаратное обеспечение»","02.03.2018","Приказ МЗ РБ","protected/common-question/прмз№192_2018.pdf","/index.php?common-question"
"253","№ 190","О проведении Международной конференции «10 лет трансплантации печени в Республике Беларусь: этические проблемы, итоги и перспективы»","02.03.2018","Приказ МЗ РБ","protected/common-question/прмз№190_2018.pdf","/index.php?common-question"
"254","№ 177","Об организации работы врача общей практики","27.02.2018","Приказ МЗ РБ","protected/common-question/прмз№177_2018.pdf","/index.php?common-question"
"255","№ 142","Об утверждении Инструкции о дополнительных мерах по организации обеспечения антиретровирусными лекарственными средствами","16.02.2018","Приказ МЗ РБ","protected/common-question/прмз№142_2018.pdf","/index.php?common-question"
"256","№ 134","О проведении Республиканской научно-практической конференции с международным участием «Междисциплинарный подход в диагностике, профилактике и лечении заболеваний челюстно-лицевой области» в рамках 25-й Международной специализированной выставки «Здравоохранение Беларуси - 2018»","15.02.2018","Приказ МЗ РБ","protected/common-question/прмз№134_2018.pdf","/index.php?common-question"
"257","№ 133","О проведении II Международного конгресса «Дейтальная имплантология - 2018» в рамках 25-й Международной специализированной выставки «Здравоохранение Беларуси - 2018»","15.02.2018","Приказ МЗ РБ","protected/common-question/прмз№133_2018.pdf","/index.php?common-question"
"258","№ 129","О проведении Первого съезда фтизиатров и пульмонологов Республики Беларусь «Современные направления развития респираторной медицины и фтизиатрии» (в честь 90-летия государственного учреждения «Республиканский научно- практический центр пульмонологии и фтизиатрии»)","15.02.2018","Приказ МЗ РБ","protected/common-question/прмз№129_2018.pdf","/index.php?common-question"
"259","№ 51","О процедуре получения информированного согласия пациента на хирургическое вмешательство","07.02.2018","Приказ Комитета по здравоохранению Мингорисполкома","protected/common-question/пркз№51_2018.pdf","/index.php?common-question"
"260","№ 61","Об утверждении формы контрольных списков вопросов (чек-листов), применяемых в сфере надзора за условиями промышленного производства, аптечного изготовления, реализации, хранения, транспортировки и медицинского применения лекарственных средств в организациях здравоохранения","24.01.2018","Приказ МЗ РБ","protected/common-question/прмз№61_2018.pdf","/index.php?common-question"
"261","№ 51","Об утверждении Инструкции о порядке назначения лекарственных средств Софосбувир, Даклатасвир, Софосбувир/Ледипасвир, Рибавирин и оценке эффективности лечения у пациентов с вирусным гепатитом С","24.01.2018","Приказ МЗ РБ","protected/common-question/прмз№51_2018.pdf","/index.php?common-question"
"262","№ 42","Об открытии подготовки в учреждении образования ""Гомельский государственный медицинский университет""","20.01.2018","Приказ МЗ РБ","protected/common-question/прмз№42_2018.pdf","/index.php?common-question"
"263","№ 5-2-6/657","О бланках рецепта врача","16.01.2018","Письмо МЗ РБ","protected/common-question/письмомз№5-2-6_657_2018.docx","/index.php?common-question"
"264","№ 1/1","Об утверждении Инструкции о порядке выдачи и оформления листков нетрудоспособности и справок о временной нетрудоспособности","04.01.2018","Постановление МЗ и Минтруда и соцзащиты РБ","protected/common-question/пмз_пминтруд№1_1_2018.pdf","/index.php?common-question"
"265","№ 106","Об утверждении инструкции о порядке проведения профилактических мероприятий по предупреждению распространения социально опасных заболеваний, вируса иммунодефицита человека анонимно","01.12.2017","Постановление МЗ РБ","protected/common-question/пмз№106_2017.pdf","/index.php?common-question"
"266","№ 1389","О некоторых вопросах организации оказания медицинской помощи детям подросткового возраста","01.12.2017","Приказ МЗ РБ","protected/common-question/прмз№1389_2017.pdf","/index.php?common-question"
"267","№ 3-1-9/5168","О работе кабинета радиохирургии ""Гамма-нож""","29.11.2017","Письмо МЗ РБ","protected/common-question/письмо№3-1-9_5168_2017.pdf","/index.php?common-question"
"268","№ 1355","Об утверждении Инструкций по выполнению инъекций и внутривенных инфузий","27.11.2017","Приказ МЗ РБ","protected/common-question/прмз№1355_2017.pdf","/index.php?common-question"
"269","№ 101","""Об установлении максимального количества наркотических средств, психотропных веществ, которое может изготавливаться, производиться, перерабатываться, храниться юридическими лицами, за исключением юридических лиц, указанных в части пятой статьи 12 Закона Республики Беларусь от 13 июля 2012 года ""О наркотических средствах, психотропных веществах, их прекурсорах и аналогах"", в 2018 году""","20.11.2017","Постановление МЗ РБ","protected/common-question/пмз№101_2017.docx","/index.php?common-question"
"270","№ 95","Об утверждении Инструкции о порядке осуществления диспансерного наблюдения (Изм. ПМЗ от 13.03.2018 №25)","10.11.2017","Постановление МЗ РБ","protected/common-question/пмз№95_2017.docx","/index.php?common-question"
"271","№ 94","Об утверждении Инструкции о дополнительных мерах по организации обеспечения лекарственными средствами и медицинскими изделиями некоторых категорий пациентов","10.11.2017","Постановление МЗ РБ","protected/common-question/пмз№94_2017.pdf","/index.php?common-question"
"272","№ 93","Об утверждении Инструкции о порядке организации оказания медицинской помощи лицам, инфицированным вирусом иммунодефицита человека","08.11.2017","Постановление МЗ РБ","protected/common-question/пмз№93_2017.docx","/index.php?common-question"
"273","№ 1250","О некоторых вопросах проведения телемедицинского консультирования","31.10.2017","Приказ МЗ РБ","protected/common-question/прмз№1250_2017.pdf","/index.php?common-question"
"274","№ 1246","Об организации работы врача клинического фармаколога организации здравоохранения","30.10.2017","Приказ МЗ РБ","protected/common-question/прмз№1246_2017.pdf","/index.php?common-question"
"275","№ 3-1-9/477","О работе Республиканского центра позитронно-эмиссионной томографии","18.10.2017","Письмо МЗ РБ","protected/common-question/письмо№3-1-9_477_2017.pdf","/index.php?common-question"
